Title,Author,Secondary Author(s),Illustrator(s),Translator(s),State,District,Year-Range
Hidden Figures: The True Story of Four Black Women and the Space Race,"Shetterly, Margot Lee","Conkling, Winifred","Freeman, Laura",,Pennsylvania,Central York School District,2021-2022
Game Changer,"Shusterman, Neal",,,,Texas,Katy Independent School District,2021-2022
Edie in Between,"Sibson, Laura",,,,Tennessee,Collierville Schools,2021-2022
Nelson Beats The Odds,"Sidney II, Ronnie",,"Van Wagoner, Traci",,Pennsylvania,Central York School District,2021-2022
Tameka's New Dress,"Sidney II, Ronnie",,"Van Wagoner, Traci",,Pennsylvania,Central York School District,2021-2022
Infinity Reaper (Infinity Cycle Series),"Silvera, Adam",,,,Texas,Keller Independent School District,2021-2022
Jack (Not Jackie),"Silverman, Erica",,"Hatam, Holly",,Pennsylvania,Central York School District,2021-2022
Chainbreaker (Timekeeper Series),"Sim, Tara",,,,Texas,North East Independent School District,2021-2022
Firestarter (Timekeeper Series),"Sim, Tara",,,,Texas,Granbury Independent School District,2021-2022
Courageous Conversations About Race: A Field Guide for Achieving Equity in Schools and Beyond,"Singleton, Glenn E.",,,,Pennsylvania,Central York School District,2021-2022
Bonds of Brass,"Skrutskie, Emily",,,,Tennessee,Collierville Schools,2021-2022
The Edge of the Abyss (The Abyss Surrounds Us Series),"Skrutskie, Emily",,,,Texas,North East Independent School District,2021-2022
Climbing Lincoln's Steps: The African American Journey,"Slade, Suzanne",,"Bootman, Colin",,Florida,Duval County Public Schools,2021-2022
Exquisite: The Poetry and Life of Gwendolyn Brooks,"Slade, Suzanne",,"Cabrera, Cozbi A.",,Pennsylvania,Central York School District,2021-2022
"Transformative Ethnic Studies in Schools: Curriculum, Pedagogy, and Research","Sleeter, Christine E.","Zavala, Miguel",,,Pennsylvania,Central York School District,2021-2022
Deposing Nathan,"Smedley, Zack",,,,Texas,North East Independent School District,2021-2022
Something Like Gravity,"Smith, Amber",,,,Texas,North East Independent School District,2021-2022
The Last to Let Go,"Smith, Amber",,,,Texas,Granbury Independent School District,2021-2022
Stick,"Smith, Andrew",,,,Texas,North East Independent School District,2021-2022
"Invisible Man, Got the Whole World Watching: A Young Black Man's Education","Smith, Mychal Denzel",,,,Texas,North East Independent School District,2021-2022
The Falling in Love Montage,"Smyth, Ciara",,,,Tennessee,Collierville Schools,2021-2022
The Boy of the Three-Year Nap,"Snyder, Dianne",,"Say, Allen",,Florida,Duval County Public Schools,2021-2022
How We Fight White Supremacy,"Solomon, Akiba","Rankin, Kenrya",,,Pennsylvania,Central York School District,2021-2022
"Far From the Tree: Parents, Children and the Search for Identity","Solomon, Andrew",,,,Texas,North East Independent School District,2021-2022
SEX: If You're Scared of The Truth Don't Read This!,"Sommer, Carl",,,,Texas,Granbury Independent School District,2021-2022
One of Those Hideous Books Where the Mother Dies,"Sones, Sonya",,,,Texas,Granbury Independent School District,2021-2022
At the Mountain's Base,"Sorell, Traci",,"Alvitre, Weshoyot",,Florida,Duval County Public Schools,2021-2022
We Are Grateful: Otsaliheliga,"Sorell, Traci",,"Lessac, Frane",,Florida,Duval County Public Schools,2021-2022
Too Many Tamales,"Soto, Gary",,"Martinez, Ed",,Pennsylvania,Central York School District,2021-2022
"¡Solo pregunta!: Sé Diferente, Sé Valiente, Sé Tú","Sotomayor, Sonia",,"López, Rafael","Mlawer, Teresa",Pennsylvania,Central York School District,2021-2022
The Summer of Jordi Perez (And the Best Burger in Los Angeles),"Spalding, Amy",,,,Texas,North East Independent School District,2021-2022
We Used to Be Friends,"Spalding, Amy",,,,Tennessee,Collierville Schools,2021-2022
Beast,"Spangler, Brie",,,,Texas,North East Independent School District,2021-2022
I Am Water,"Specksgoor, Meg",,,,Tennessee,Collierville Schools,2021-2022
Maus II: A Survivor's Tale: And Here My Troubles Began,"Spiegelman, Art",,,,Texas,Katy Independent School District,2021-2022
Freak Show,"St. James, James",,,,Texas,North East Independent School District,2021-2022
25 Women Who Ruled,"Stanborough, Rebecca J.",,,,Pennsylvania,Central York School District,2021-2022
Bright World (The Hazards of Love Series),"Stanley, Stan",,,,Tennessee,Collierville Schools,2021-2022
Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us,"Steele, Claude M.",,,,Pennsylvania,Central York School District,2021-2022
The Watcher's Test (Deadendia Series),"Steele, Hamish",,,,Tennessee,Collierville Schools,2021-2022
The Coldest Touch,"Sterling, Isabel",,,,Tennessee,Collierville Schools,2021-2022
Promoting Racial Literacy in Schools: Differences That Make a Difference,"Stevenson, Howard C.",,,,Pennsylvania,Central York School District,2021-2022
Big Guy,"Stevenson, Robin",,,,Texas,North East Independent School District,2021-2022
En el bosque,"Stevenson, Robin",,,,Texas,North East Independent School District,2021-2022
Pride: Celebrating Diversity & Community,"Stevenson, Robin",,,,Tennessee,Collierville Schools,2021-2022
Under Threat,"Stevenson, Robin",,,,Texas,North East Independent School District,2021-2022
Who Is Michelle Obama? (Who was...? Series),"Stine, Megan",,"O'Brien, John",,Pennsylvania,Central York School District,2021-2022
Who Is Sonia Sotomayor? (Who was...? Series),"Stine, Megan",,"Putra, Dede",,Pennsylvania,Central York School District,2021-2022
Who Was Marie Curie? (Who was...? Series),"Stine, Megan",,"Hammond, Ted",,Pennsylvania,Central York School District,2021-2022
Between Perfect and Real,"Stoeve, Ray",,,,Tennessee,Collierville Schools,2021-2022
Clean Getaway,"Stone, Nic",,,,North Carolina,Wilkes County School District,2021-2022
"Born Out of Struggle: Critical Race Theory, School Creation, and the Politics of Interruption","Stovall, David Omotoso",,,,Pennsylvania,Central York School District,2021-2022
The Confessions of Nat Turner,"Styron, William",,,,Texas,North East Independent School District,2021-2022
It's Not Like It's a Secret,"Sugiura, Misa",,,,Tennessee,Collierville Schools,2021-2022
Mommy Sayang: Pixar Animation Studios Artist Showcase,"Sullivan, Rosana",,,,Pennsylvania,Central York School District,2021-2022
"Big Hair, Don't Care","Swain-Bates, Crystal",,"Bair, Megan",,Pennsylvania,Central York School District,2021-2022
"Shining Legacy: A Treasury of ""Storypoems and Tales for the Young So Black Heroes Forever Will Be Sung""","Taifa, Nkechi",,"Middleton, Archie",,Pennsylvania,Central York School District,2021-2022
They Called Us Enemy,"Takei, George","Eisinger, Justin; Scott, Steven","Becker, Harmony",,Pennsylvania,Central York School District,2021-2022
Pulp,"Talley, Robin",,,,Tennessee,Collierville Schools,2021-2022
The Love Curse of Melody McIntyre,"Talley, Robin",,,,Tennessee,Collierville Schools,2021-2022
Cilla Lee-Jenkins: Future Author Extraordinaire (Cilla Lee-Jenkins Series),"Tan, Susan",,"Wulfekotte, Dana",,Pennsylvania,Central York School District,2021-2022
Cilla Lee-Jenkins: The Epic Story (Cilla Lee-Jenkins Series),"Tan, Susan",,"Wulfekotte, Dana",,Pennsylvania,Central York School District,2021-2022
Cilla Lee-Jenkins: This Book Is a Classic (Cilla Lee-Jenkins Series),"Tan, Susan",,"Wulfekotte, Dana",,Pennsylvania,Central York School District,2021-2022
I Love My Hair,"Tarpley, Natasha Anastasia",,"Lewis, E.B.",,Pennsylvania,Central York School District,2021-2022
Golden Boy,"Tarttelin, Abigail",,,,Tennessee,Collierville Schools,2021-2022
The Last Confession of Autumn Casterly,"Tate, Meredith",,,,Tennessee,Collierville Schools,2021-2022
Can We Talk about Race?: And Other Conversations in an Era of School Resegregation,"Tatum, Beverly Daniel",,,,Pennsylvania,Central York School District,2021-2022
Why Are All the Black Kids Sitting Together in the Cafeteria?: And Other Conversations About Race,"Tatum, Beverly Daniel",,,,Pennsylvania,Central York School District,2021-2022
Henry Aaron's Dream,"Tavares, Matt",,,,Florida,Duval County Public Schools,2021-2022
Sally and The Magical Sneeze,"Taylor, Simon",,"Lester, A. D.",,Florida,Duval County Public Schools,2021-2022
Me Myself & Him,"Tebbetts, Chris",,,,Tennessee,Collierville Schools,2021-2022
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,"Ten Boom, Corrie",,"Sherrill, John; Sherrill, Elizabeth",,Oklahoma,Bristow Public Schools,2021-2022
Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America,"Tenold, Vegas",,,,Texas,Klein Independent School District,2021-2022
High Drama (Suspended Series),"Terrell, Brandon",,,,Texas,North East Independent School District,2021-2022
From the Stars in the Sky to the Fish in the Sea,"Thom, Kai Cheng",,"Ching, Kai Yun; Li, Wai-Yant",,Pennsylvania,Central York School District,2021-2022
#BlackLivesMatter: Protesting Racism,"Thomas, Rachael L.",,,,Florida,Indian River County School District,2021-2022
Your Name Is a Song,"Thompkins-Bigelow, Jamilah",,"Uribe, Luisa",,Pennsylvania,Central York School District,2021-2022
Who Was Eleanor Roosevelt? (Who was...? Series),"Thompson, Gare",,"Harrison, Nancy",,Pennsylvania,Central York School District,2021-2022
Keena Ford and the Second Grade Mix Up (Keena Ford Series),"Thomson, Melissa",,"Morrison, Frank",,Pennsylvania,Central York School District,2021-2022
Tarnished Are the Stars,"Thor, Rosiee",,,,Tennessee,Collierville Schools,2021-2022
My Whole Truth,"Thrace, Mischa",,,,Tennessee,Collierville Schools,2021-2022
Remake (Remake Series),"Todd, Ilima",,,,Texas,North East Independent School District,2021-2022
Grandfather Tang's Story,"Tompert, Ann",,"Parker, Robert Andrew",,Florida,Duval County Public Schools,2021-2022
Soldier for Equality: José de la Luz Sáenz and the Great War,"Tonatiuh, Duncan",,,,Florida,Duval County Public Schools,2021-2022
Abortion (Opposing Viewpoints Series),"Torr, James D.",,,,Texas,Klein Independent School District,2021-2022
Fan Art,"Tregay, Sarah",,,,Texas,North East Independent School District,2021-2022
7 Days at the Hot Corner,"Trueman, Terry",,,,Texas,Granbury Independent School District,2021-2022
As Fast as Words Could Fly,"Tuck, Pamela M.",,"Velásquez, Eric",,Pennsylvania,Central York School District,2021-2022
Hachiko: The True Story of a Loyal Dog,"Turner, Pamela S.",,"Nascimbene, Yan",,Florida,Duval County Public Schools,2021-2022
The Skin You Live In,"Tyler, Michael",,"Csicsko, David Lee",,Pennsylvania,Central York School District,2021-2022
Who I Was with Her,"Tyndall, Nita",,,,Tennessee,Collierville Schools,2021-2022
The Bracelet,"Uchida,Yoshiko",,"Yardley, Joanna",,Florida,Duval County Public Schools,2021-2022
A Storm Called Katrina,"Uhlberg, Myron",,"Bootman, Colin",,Florida,Duval County Public Schools,2021-2022
"Dad, Jackie, and Me","Uhlberg, Myron",,"Bootman, Colin",,Florida,Duval County Public Schools,2021-2022
Hello Now,"Valentine, Jenny",,,,Texas,North East Independent School District,2021-2022
Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring,"Valenzuela, Angela",,,,Pennsylvania,Central York School District,2021-2022
Peanut Goes for the Gold,"Van Ness, Jonathan",,"Reid, Gillian",,Pennsylvania,Central York School District,2021-2022
Totem Tale,"Vanasse, Deb",,"Brooks, Erik",,Florida,Duval County Public Schools,2021-2022
"Alison, Who Went Away","Vande Velde, Vivian",,,,Texas,North East Independent School District,2021-2022
Crier's War (Crier's War Series),"Varela, Nina",,,,Tennessee,Collierville Schools,2021-2022
Iron Heart (Crier's War Series),"Varela, Nina",,,,Tennessee,Collierville Schools,2021-2022
"Saga, Volume 1 (Saga Series)","Vaughan, Brian K.",,"Staples, Fiona",,Illinois,Lake Forest Schools,2021-2022
Looking for Bongo,"Velásquez, Eric",,,,Florida,Duval County Public Schools,2021-2022
Faith Ringgold (Getting to Know the World's Greatest Artists),"Venezia, Mike",,,,Pennsylvania,Central York School District,2021-2022
I Am Human: A Book of Empathy (I Am... Series),"Verde, Susan",,"Reynolds, Peter H.",,Pennsylvania,Central York School District,2021-2022
Follow Your Arrow,"Verdi, Jessica",,,,Tennessee,Collierville Schools,2021-2022
This Golden Flame,"Victoria, Emily",,,,Tennessee,Collierville Schools,2021-2022
Fifteen Hundred Miles from the Sun,"Villa, Jonny Garza",,,,Tennessee,Collierville Schools,2021-2022
Black and White,"Volponi, Paul",,,,New Jersey,Lower Township Elementary School District,2021-2022
Crossing Lines,"Volponi, Paul",,,,Texas,North East Independent School District,2021-2022
Condoleezza Rice: Being the Best (Gateway Biographies),"Wade, Mary Dodson",,,,Pennsylvania,Central York School District,2021-2022
Dreadnought (H.I.V.E. Series),"Walden, Mark",,,,Texas,Granbury Independent School District,2021-2022
On a Sunbeam (On a Sunbeam Series),"Walden, Tillie",,,,Tennessee,Collierville Schools,2021-2022
Beyond Theory: A Blueprint to Implement African-Centered Education,"Walker, Abena",,,,Pennsylvania,Central York School District,2021-2022
Our Favorite African Adrinkra Symbols: A Coloring Book,"Walker, Abena",,,,Pennsylvania,Central York School District,2021-2022
Ada Byron Lovelace and the Thinking Machine,"Wallmark, Laurie",,"Chu, April",,Pennsylvania,Central York School District,2021-2022
Grace Hopper: Queen of Computer Code,"Wallmark, Laurie",,"Wu, Katy",,Pennsylvania,Central York School District,2021-2022
If We Were Us,"Walther, K. L.",,,,Tennessee,Collierville Schools,2021-2022
Empty,"Walton, K. M.",,,,Florida,Indian River County School District,2021-2022
Aesop Lake,"Ward, Sarah",,,,Tennessee,Collierville Schools,2021-2022
Other Words for Home,"Warga, Jasmine",,,,Florida,Duval County Public Schools,2021-2022
The Shape of Thunder,"Warga, Jasmine",,,,North Carolina,Wilkes County School District,2021-2022
Ghost Wood Song,"Waters, Erica",,,,Tennessee,Collierville Schools,2021-2022
Harlem's Little Blackbird: The Story of Florence Mills,"Watson, Renée",,"Robinson, Christian",,Pennsylvania,Central York School District,2021-2022
Piecing Me Together,"Watson, Renée",,,,Mississippi,Madison County Schools,2021-2022
Before John Was a Jazz Giant: A Song of John Coltrane,"Weatherford, Carole Boston",,"Qualls, Sean",,Pennsylvania,Central York School District,2021-2022
Freedom in Congo Square,"Weatherford, Carole Boston",,"Christie, R. Gregory",,Pennsylvania,Central York School District,2021-2022
Gordon Parks: How the Photographer Captured Black and White America,"Weatherford, Carole Boston",,"Christoph, Jamey",,Pennsylvania,Central York School District,2021-2022
The Book of Essie,"Weir, Meghan MacLean",,,,Tennessee,Collierville Schools,2021-2022
Yoko (Yoko Series),"Wells, Rosemary",,,,Florida,Duval County Public Schools,2021-2022
Whistle Me Home,"Wersba, Barbara",,,,Texas,Granbury Independent School District,2021-2022
Saving Ruby King,"West, Catherine Adel",,,,Pennsylvania,Central York School District,2021-2022
Uglies (Uglies Series),"Westerfeld, Scott",,,,Mississippi,Madison County Schools,2021-2022
"On the Come Up: A Novel, Based on a True Story","Weyer, Hannah",,,,Texas,North East Independent School District,2021-2022
Molly of Denali: Berry Itchy Day,WGBH Kids,,,,Florida,Duval County Public Schools,2021-2022
The Dark Descent of Elizabeth Frankenstein,"White, Kiersten",,,,Oklahoma,Bristow Public Schools,2021-2022
"Considering Hate: Violence, Goodness, and Justice in American Culture and Politics","Whitlock, Kay",,,,Texas,North East Independent School District,2021-2022
"Lights, Music, Code! (Girls Who Code Series)","Whittemore, Jo",,,,Pennsylvania,Central York School District,2021-2022
Pink,"Wilkinson, Lili",,,,Texas,North East Independent School District,2021-2022
Because,"Willems, Mo",,"Ren, Amber",,Pennsylvania,Central York School District,2021-2022
The Boy in the Dress,"Williams, David",,"Blake, Quentin",,Florida,Sarasota County School,2021-2022
"Four Feet, Two Sandals","Williams, Karen Lynn","Mohammed, Khadra","Chayka, Doug",,Florida,Duval County Public Schools,2021-2022
Young Gifted and Black: Meet 52 Black Heroes from Past and Present,"Wilson, Jamia",,"Pippins, Andrea",,Pennsylvania,Central York School District,2021-2022
